        W735           0     1487.24     7070.82
        W734           0     1609.39     7651.54
        W728           0     2810.11     13360.1
        W725           0     1760.23      8368.7
        W724           0     2192.94     10425.9
        W722           0      2527.6       12017
        W718           0     2421.18     11511.1
        W716           0     2602.61     12373.6
        W714           0     3035.42     14431.4
        W709           0     2461.89     11704.6
        W702           0     2314.92     11005.9
        W699           0     1474.95     7012.39
        W697           0     1162.61     5527.41
        W830           0        2169     10312.1
        W695           0     2484.25     11810.9
        W692           0     2569.18     12214.7
        G848           0     1190.33     5659.21
        W691           0      2262.3     10755.7
        G861           0     3359.26       15971
        W687           0     1705.64     8109.14
        W506           0     2923.61     13899.8
        W683           0      2408.3     11449.8
        W675           0     2712.97     12898.3
        W672           0     1039.81     4943.58
        W173           0     2074.08     9860.85
        W670           0     1844.41     8768.91
        W720           0     1242.12     5905.45
        W669           0     2734.96     13002.8
        W887           0     2569.15     12214.6
        W664           0      1031.9     4905.97
        G816           0     1275.91     6066.09
        W663           0     345.222      1641.3
        W662           0     2448.23     11639.6
        W807           0     1359.75      6464.7
        W658           0     1488.44     7076.52
        W656           0     1440.19     6847.14
        W655           0     3143.01     14942.9
        W651           0     2236.36     10632.3
        W649           0     3105.57     14764.9
        G185           0     2908.63     13828.6
        W642           0     2017.04     9589.66
        W641           0     3954.87     18802.7
        W638           0     1578.77     7505.96
        G101           0     5992.08     28488.2
        W635           0     1096.85     5214.75
        W629           0           0           0
        W624           0     2769.12     13165.3
        W622           0     2663.51     12663.2
         W49           0     1350.78     6422.06
        W615           0     695.712     3307.63
        W612           0     2409.61     11456.1
        W609           0     2219.86     10553.9
       W1014           0     1782.71     8475.55
        W608           0     2683.94     12760.3
        W605           0     1902.51     9045.15
        G898           0      2155.5     10247.9
        W634           0     1507.82     7168.64
        W604           0     1406.77     6688.22
        W599           0     2130.73     10130.2
        W592           0     1371.16     6518.91
        W589           0     2161.12     10274.6
        W956           0     2108.01     10022.2
        W588           0     1330.71     6326.63
        W586           0     2148.15       10213
        W580           0      1571.6      7471.9
        W576           0     2207.99     10497.5
         G67           0     3985.12     18946.5
        W573           0     1891.25     8991.59
        W572           0     1881.81     8946.71
        W571           0     2469.84     11742.4
        W688           0     1934.87     9198.99
        W569           0     2017.46     9591.65
        W862           0     1834.79     8723.18
        W566           0      876.23     4165.88
        W564           0     1790.14     8510.89
        W558           0     1395.01      6632.3
        W555           0     2053.12     9761.17
        W554           0      1332.1     6333.23
        W551           0     1850.92     8799.87
        W547           0      2292.5     10899.3
        W546           0     2013.16     9571.21
        W545           0     1347.37     6405.83
        W544           0     2203.74     10477.3
        W674           0     2331.09     11082.7
        W542           0     3084.26     14663.6
        W585           0     1757.05     8353.56
        W537           0     1964.18     9338.31
        W682           0     2115.75     10058.9
        W533           0     1435.29     6823.84
        W529           0     853.169     4056.23
        W525           0     1216.05     5781.48
        W617           0     2330.18     11078.4
        W514           0     2671.53     12701.3
        G122           0     2214.98     10530.7
         W89           0     1731.22     8230.77
        W510           0     2311.05     10987.5
        W509           0     2443.04       11615
         G14           0     2748.36     13066.6
        W503           0     2449.08     11643.7
        W496           0     1302.97     6194.72
        W553           0     2801.38     13318.6
        W494           0      320.82     1525.28
        W492           0     1639.19     7793.21
        W491           0     1522.64      7239.1
        W484           0     1286.61     6116.97
        W481           0     1974.49     9387.36
        W479           0     1801.55     8565.15
        W472           0     2068.94     9836.38
        W471           0      1498.6     7124.83
        W469           0     2392.36       11374
        W550           0     2284.56     10861.5
        W465           0     2344.05     11144.3
        G849           0     4094.14     19464.8
        W460           0     1759.57     8365.54
        W201           0      2467.2     11729.8
        W458           0     2130.54     10129.2
        G476           0     5254.38       24981
        W457           0     1739.51     8270.17
        W456           0     1663.15     7907.15
        W453           0     1425.59      6777.7
        W452           0     2560.72     12174.5
        W451           0     2260.17     10745.6
        W450           0     1387.59     6597.06
        W390           0     1478.59     7029.66
        W447           0     2573.17     12233.7
       W1034           0     2722.22     12942.3
        W441           0     2859.18     13593.5
        W727           0     2148.04     10212.5
        W440           0     1917.78     9117.72
        W567           0     2236.21     10631.7
        W855           0     2025.09     9627.94
        W611           0     2830.31     13456.2
        W435           0     2633.52     12520.6
        W630           0           0           0
        W433           0     2112.81       10045
        W721           0     1750.71     8323.41
        W432           0     2084.56     9910.67
        W802           0     1084.17     5154.49
        W429           0     1870.29     8891.95
        W698           0      1581.1     7517.05
        W428           0     1903.09      9047.9
        W427           0     1270.49     6040.33
        W421           0     1807.33      8592.6
        W645           0     3928.18     18675.8
        W418           0     2284.19     10859.8
        W414           0     2293.72     10905.1
        W413           0      2631.6     12511.5
        W412           0     1601.57     7614.37
        W299           0     2755.37     13099.9
        W409           0     2382.33     11326.4
        W406           0     2016.02     9584.79
        W405           0     1745.79     8300.06
        W397           0      1399.8     6655.09
        W396           0     1627.74     7738.78
        W394           0      1856.1     8824.51
        W654           0     3159.56     15021.5
        W391           0     2157.09     10255.5
        W389           0     1892.07      8995.5
        W388           0     1717.96      8167.7
        W360           0     1807.63     8594.05
        W387           0     1890.21     8986.65
        W385           0     1541.47     7328.64
        W382           0     1609.52     7652.19
        W623           0     2068.38     9833.74
