   G72     0.211116         1093
  G880     0.342031      1090.95
  G772     0.368194      1093.54
  W863     0.173592      1097.04
  W791     0.147215      1096.86
  W713     0.137084      1095.71
  G328     0.195913      1092.79
  G867     0.265606      1089.19
  G126     0.267268      1092.25
   G88     0.185709      1089.21
  G844      0.31324      1089.25
  W613     0.135912      1095.55
   W48     0.214342       1095.7
  G127      0.30271      1092.73
  W321     0.170338      1097.27
  G862     0.272363      1091.55
  G696     0.285456      1093.32
 W1044     0.134069      1095.96
  G135     0.306957      1094.58
   W35     0.163205       1093.6
  G603     0.311342      1092.58
  G877     0.351915      1089.78
  G143     0.258394      1092.92
  G176     0.267273      1092.22
  W521     0.156067      1097.42
  G131     0.283967      1094.09
 W1001     0.141781      1096.47
  W925      0.14719      1095.99
  G144     0.297105      1092.47
 W1094     0.161392      1094.76
    W8     0.189997      1094.81
   G74     0.125364      1093.25
  G808     0.290577      1089.92
  W568     0.202068      1097.43
   G57     0.233069      1089.18
  G735     0.406688      1095.16
  W972     0.132744      1096.66
  W466     0.217664      1097.33
  G888     0.295387       1091.7
    G6     0.230275      1089.49
   G42     0.232507      1092.28
  W601     0.179583      1097.53
   G77     0.153467       1093.2
 W1031     0.152454      1095.96
  G387     0.224742      1093.82
  G572     0.293281      1092.11
  G820     0.335146      1092.44
 W1026     0.134533      1095.23
  W736     0.161949      1097.45
  G104     0.212021      1093.92
  W711     0.152739      1096.18
   G11      0.24616      1091.31
  G161     0.258296      1094.65
  G543     0.308007      1093.04
  G183     0.268407      1091.23
  W764     0.165984      1097.53
  G240     0.223059      1090.36
  G805     0.309646      1091.66
  W243     0.168155      1095.76
  W707     0.140774      1096.94
  W222     0.171795      1096.87
   G26     0.193691      1089.04
   G73     0.213847      1093.15
  G356     0.178176      1094.28
  G715     0.142217      1093.07
  W920     0.135664      1094.94
  W650     0.163157      1096.25
 W1068     0.151063      1095.98
  W878     0.145767      1096.29
  G165     0.307658      1095.14
  W583      0.17885      1096.51
 W1028     0.128553      1095.57
  G657      0.23642      1092.73
   G16      0.18494      1091.77
  W778     0.145179      1096.25
  W359     0.148222      1097.41
  G140     0.272581      1093.95
  G178     0.185741      1090.95
  G181     0.376881      1089.74
  W594     0.139878      1097.77
  W289     0.119222      1097.18
  G186     0.272036      1093.06
  G109     0.202138      1093.57
    G9     0.262396      1090.74
  W112     0.177968      1095.82
  G767     0.314761      1094.57
  G141     0.258901      1093.66
  G245     0.302899      1093.35
  W590     0.226845      1097.54
  G419     0.195849      1092.52
  G845     0.329462      1089.86
  G420     0.222425      1091.75
  W616     0.179644      1096.28
  G475     0.166727      1095.13
  G633     0.242177      1092.27
  W836     0.175285      1097.28
  W898     0.174215      1096.96
  G570     0.184264      1091.42
  W653     0.158779      1096.84
 W1122     0.145662      1093.61
  G606     0.173499      1094.42
  W581     0.191591      1096.07
  G425     0.330641      1094.59
 W1080     0.134386      1095.48
  W302     0.193532      1095.89
  G762     0.335329      1094.23
  W915     0.130134      1095.55
  W575     0.187354      1096.28
  G754     0.292491      1091.15
  W208     0.156597      1095.39
   G39     0.226009      1091.51
  G568     0.199911      1092.91
  W977     0.148991      1096.25
  W772     0.151166      1097.19
   W29     0.144357      1094.46
   G28     0.334016      1087.79
  G598     0.167181      1092.69
   W18     0.164522      1095.54
  W238     0.139964      1094.64
  G447     0.220697      1093.96
  W787     0.138902      1096.17
  W210      0.17902      1095.79
  G546     0.332479      1094.88
  W171      0.11116      1094.48
  W891      0.12971      1096.16
    G1      0.30246      1086.37
  G136     0.270953      1094.56
  G798     0.293733      1093.86
  G784     0.340229      1090.57
  G327     0.200175      1093.46
 W1146     0.132394      1095.23
  W425     0.193273      1097.61
  G155     0.171545      1092.28
  W488     0.192893      1097.49
  G448     0.202367      1093.29
  G445     0.212475      1095.14
  G449     0.180645      1092.56
   G33     0.282042      1088.53
   G99     0.194905       1092.9
  G451     0.365782      1091.82
  G801     0.344443      1093.24
  W739     0.192401      1097.16
  G453     0.311195      1093.32
  G783      0.25852      1089.91
 W1081     0.133989      1095.33
 W1106     0.138389      1095.83
  W511        0.159      1095.54
  W476     0.136637      1095.44
  G422     0.279819      1092.58
  W689     0.183057       1097.1
  G454     0.282948      1093.99
   W72     0.250801      1094.57
  G853     0.327151      1092.41
  G745     0.363449      1092.83
  W761      0.19809      1097.38
  W757     0.173837      1096.95
  W647     0.143984      1095.51
  W118     0.141324      1096.26
  W194    0.0942432      1096.34
  G734     0.371326      1095.09
   W11      0.16463       1095.2
  G811     0.434909      1087.81
  W996     0.139973      1096.06
 W1036     0.134106      1096.29
  W845     0.130158      1096.24
  G478     0.149896      1093.28
  W341     0.147485      1095.21
   W53     0.234713      1095.78
  G694     0.292266      1092.15
  G722     0.284465       1090.3
  W991     0.138291      1095.25
  W816     0.141797      1095.21
  W263     0.154234      1096.57
  W434     0.182945      1097.02
  G813     0.322044      1089.28
  G480     0.196158      1091.78
  W347     0.178116      1096.53
  G481     0.306386      1091.78
 W1067     0.141647      1095.91
 W1059     0.138834      1094.81
  W129     0.188664      1095.53
  W354     0.165725      1097.33
  G740     0.358979      1094.68
  G479     0.245985      1092.55
  G837      0.28337       1089.9
  G571     0.306762      1091.34
  G484     0.320474      1093.95
   W68     0.159012      1093.58
  W377     0.172105      1095.82
   G78     0.274175      1093.08
  G486     0.429025      1095.13
   W59      0.18825      1095.34
  W262      0.15692      1096.68
  W504     0.184432      1096.82
  G393     0.282024      1093.23
  W945     0.163514      1096.15
  G723     0.297261      1091.01
  W923     0.139541      1095.62
  W285     0.151725      1097.02
  W948     0.131898       1095.6
  W993     0.139075      1095.62
    G5      0.21866      1088.97
  W355     0.189358      1097.38
  W115     0.187172      1096.11
  G595     0.196303      1094.53
  W975     0.154172      1096.46
 W1066      0.13924      1095.83
  G539     0.211554      1092.37
  W401     0.164492      1096.78
  G505     0.162435      1095.06
 W1047     0.144758      1095.56
  W557     0.199948      1097.62
  G507     0.283559      1093.88
 W1072     0.130075      1096.08
  G602     0.251191      1091.86
  G392     0.291362      1092.51
  G423     0.271309       1093.3
   W42     0.173993      1095.07
  G271     0.346752      1090.92
  G800     0.405441       1093.5
  W839     0.152815      1097.08
  W648     0.130624      1095.78
  G780     0.370969       1089.1
  W498     0.181385      1097.56
  W943     0.143712      1096.43
  G184     0.219602      1091.89
   W58     0.183389      1095.45
  G795     0.279078      1093.99
  W953     0.117034       1094.5
  W336     0.162377      1096.03
  W844     0.148539      1096.42
 W1109     0.150875      1095.73
   W26     0.150199      1094.95
 W1060     0.141446      1095.01
    W1     0.115088      1093.34
  G726     0.288691      1092.84
  W779     0.134649      1096.04
  G358     0.216486         1093
   G22     0.205238      1090.55
  G719     0.148517      1090.51
  G893     0.283501      1090.42
   G87     0.275681      1089.87
  W865     0.143311      1097.15
  W743     0.148647      1096.53
  W815      0.14841      1095.47
  G275     0.316632      1093.69
  W270     0.177715      1095.31
  G757     0.310912      1092.53
  W905     0.146541      1096.95
  W911      0.13992      1096.31
  W867     0.141741       1097.2
  W507      0.17061      1096.23
 W1046     0.158604      1095.71
   G44     0.198103      1092.52
  W287     0.175167      1097.13
 W1105     0.149637      1095.83
  G631     0.262447      1090.78
  W872     0.130902      1097.03
  G513     0.348657      1093.19
  W847     0.138963      1095.83
   W33     0.146175      1093.58
  W879     0.140908      1096.11
  W990     0.135006      1095.04
   W73     0.182532      1094.78
 W1022     0.156674      1094.36
  W424     0.262715       1097.6
 W1015     0.141668      1095.43
  G744     0.202797      1093.31
  W449     0.177447      1096.78
  G446     0.127568      1094.58
  G172     0.242953      1093.88
  W889     0.139124      1095.78
  W924     0.149608      1095.82
  G366     0.320671      1094.95
  G147     0.259244      1091.08
  W892     0.123313      1096.32
 W1147     0.141343      1095.11
  W501     0.200191      1097.26
  G395     0.351777      1094.52
  W314     0.166054      1096.58
  W895     0.134115      1096.71
  W901     0.166431      1097.05
  G177     0.203342      1091.61
  W965     0.149521      1096.55
  W559     0.174348      1097.73
  G738     0.326455      1095.04
 W1023     0.150994       1094.6
  W311     0.178904      1096.04
  G663     0.316548       1091.9
  W261     0.164921      1096.78
  G361     0.327491      1091.62
 W1128     0.122249       1094.5
  W584     0.185702       1096.7
  G115     0.205783      1091.67
  W303     0.148676      1095.68
  W873      0.14015      1096.95
  W786     0.125346      1095.96
  G272     0.281366      1091.69
  W917     0.138811      1095.08
  W936     0.154398      1096.89
  W621     0.163848      1097.18
  W312     0.158849      1096.24
  W784     0.153434      1095.49
  G739     0.352954      1094.88
  W861      0.14787      1096.86
  G121     0.302171      1089.09
 W1148     0.126151      1094.98
   W91     0.205319       1095.8
  G785     0.297684      1091.18
  W918     0.117077      1094.82
  G630     0.239042      1090.91
  W864     0.131136       1097.1
  G166     0.273482      1095.12
  W870     0.127077      1097.15
 W1039     0.145162      1096.29
   W98     0.186681      1094.77
  W958     0.118281      1095.64
  W152     0.170627      1096.47
  G426     0.460763      1095.15
  G158     0.205049      1093.71
  W753      0.18418      1096.27
  W837     0.160661      1097.23
  G424     0.316003      1093.97
  W946     0.158751      1095.98
  W950      0.14287      1095.16
  W810     0.160104      1096.53
  G855     0.297329       1092.6
  W520     0.182455      1097.31
  W528       0.2273      1097.76
  W875     0.148207      1096.73
  G875     0.353035      1089.12
  W838     0.144135      1097.16
  W565     0.176604      1097.68
  G778     0.368064      1090.52
  W759     0.168705       1097.2
  W954     0.136209      1094.76
  W797     0.138088       1097.4
  G515     0.334897      1094.47
  W980     0.161336       1095.8
  G537     0.181539      1093.76
 W1100     0.129208      1095.59
  W856     0.142079      1096.12
  W957     0.124874      1095.44
  G216     0.266511      1093.51
  G415     0.152956       1095.1
  W632     0.206796      1097.72
  G760     0.365165      1093.72
  W184      0.16981      1096.59
  W884     0.132517      1094.96
  W959     0.133138      1095.82
  W598     0.213671      1097.73
  G776     0.377725      1091.74
  G821     0.302922      1092.72
  G111     0.238145      1093.05
  G662     0.313909      1091.18
  G792     0.355789      1093.62
  W962     0.137059      1096.26
 W1099     0.140421      1095.49
  W963     0.169209      1096.37
  W216     0.181237      1096.63
  W334     0.190785       1096.4
   G55     0.242493      1090.34
  W966     0.147466      1096.61
 W1040     0.157388      1096.25
   W82     0.233435      1095.95
  W967     0.147231      1096.66
  W843     0.137224      1096.58
  W135     0.194581      1094.31
  W939     0.123351      1096.79
  W968     0.155631      1096.69
  W971     0.160379      1096.69
  G541     0.319177      1091.54
 W1112      0.14483      1095.48
   W87     0.181863      1096.03
  W928     0.154382      1096.43
  G759     0.387108      1093.38
  W273     0.126162      1094.97
  G213     0.232404      1091.67
  G164      0.32873       1095.1
  W944      0.31888      1096.29
  W541      0.13814      1096.26
  W935     0.164445      1096.89
  W318     0.174628      1097.07
  G456       0.3219      1095.16
 W1013      0.14088      1095.77
  G793     0.319989       1093.8
  W902     0.130658      1097.05
  G753     0.256953      1090.49
  W799     0.163726      1097.44
   G93     0.268941      1089.91
  W927     0.117715       1096.3
  W671     0.177346      1097.27
  G150     0.240542      1088.94
  W762     0.131002      1097.44
  W888     0.135709      1095.57
  G124     0.289663      1091.15
 W1025     0.146274      1095.04
  W640      0.14951      1096.86
  W151     0.214341      1096.44
  W997     0.156286      1096.17
  G512     0.348811      1092.46
  W756     0.145138      1096.81
  G876     0.300485      1089.67
  W985     0.126367      1094.74
  W468     0.172967      1097.08
  W710     0.167556       1096.4
 W1084     0.135172      1094.79
  W637     0.155345       1097.3
  W976     0.133631      1096.36
  W324     0.203631      1097.31
 W1083     0.143338      1094.99
 W1075     0.155293      1095.98
  W929     0.132866      1096.55
 W1145     0.122636      1095.32
 W1126     0.131971       1094.1
   W97     0.215001      1094.96
   G48     0.207107      1092.35
  W781     0.150166      1095.56
 W1102     0.136637      1095.74
  G306      0.34542      1094.54
  G113     0.247222      1092.31
 W1062      0.15055      1095.35
  W849     0.144301      1095.35
  W890     0.148909      1095.98
  G635     0.293212      1093.54
  W992     0.135801      1095.44
   G97     0.197265      1092.12
  G728     0.336073      1093.54
  G789     0.302695      1092.76
 W1151     0.125765      1094.49
  W848     0.147581       1095.6
   G17     0.209713       1091.7
  W763     0.156055      1097.49
  W880     0.122399      1095.91
  W790     0.139248      1096.71
  W824     0.226977       1096.6
  W548     0.154812      1096.29
  G266     0.255778       1093.5
  W754     0.159497      1096.46
  W833     0.148464      1097.33
  G768     0.355369      1094.48
  W102     0.142465      1093.82
   W56     0.158456      1095.63
  W894     0.154305       1096.6
 W1152     0.132388      1094.29
   W21     0.158349      1095.44
    G2     0.284366      1087.09
 W1073     0.132656      1096.06
  G535     0.170979      1094.94
  G856     0.327906      1092.61
 W1154     0.133349      1093.85
  W746     0.151814      1095.89
  G691     0.365078         1090
  G540      0.19509      1091.59
  W738     0.141292      1097.27
  W774     0.142673      1096.94
  W908     0.162002       1096.7
  W560       0.3175      1097.77
 W1065     0.151146      1095.74
 W1091     0.149404      1094.13
  W741     0.159881      1096.88
  W681     0.135279      1095.47
  W823      0.13511      1096.43
  W147     0.183406      1096.15
  W840     0.147219      1096.98
 W1119     0.149121      1094.34
  W143      0.16884       1095.6
  W307     0.152566       1095.1
 W1133     0.136136      1095.23
 W1056     0.154938      1094.13
  G790     0.337143       1093.1
  W218     0.165287      1096.77
 W1115     0.140037      1095.09
  W610     0.169567      1096.05
  G125     0.332322      1091.73
  W782     0.126594       1095.3
 W1103     0.133807      1095.78
  W438      0.19939      1096.32
  W164     0.394608      1095.58
  G132     0.287078      1094.29
 W1017     0.154158      1095.02
  W690     0.166313      1097.23
 W1006     0.151647      1096.46
  W120     0.197447      1096.28
  W896     0.132932      1096.81
  W897     0.159315      1096.89
  G771     0.401832      1093.86
  G391      0.36465      1091.74
  W932     0.161696      1096.79
 W1132     0.142512      1095.12
  W513     0.190458      1096.05
  W949     0.136359      1095.39
   G52     0.304351      1091.32
 W1037     0.128574       1096.3
  G843     0.321592       1088.6
  W353     0.144042      1097.27
   W93     0.213348      1095.58
  G421     0.272401      1091.81
  G794     0.321023      1093.92
  W679     0.124627      1095.76
  W712     0.153092      1095.95
  W922     0.126747      1095.41
  W517     0.155254      1096.87
   G53     0.197416      1090.92
  W910     0.161566      1096.46
  W431     0.133084      1097.36
  W986      0.11789      1094.48
  G802     0.339932      1092.93
  W144     0.200428      1095.76
 W1051      0.13878      1094.81
  W795      0.14036      1097.28
  G871     0.302814       1086.4
  W282     0.162774      1096.73
  W516     0.200038      1096.69
  W704     0.146338      1097.34
  W994     0.130454      1095.78
   W95     0.142448       1095.3
 W1138     0.133136      1095.56
  W304     0.168969      1095.45
 W1064     0.150735      1095.62
 W1085     0.135178      1094.58
  W921     0.152817      1095.18
 W1117      0.14292      1094.75
  W766     0.118878      1097.54
  G394      0.31698       1093.9
  W909      0.12574      1096.59
 W1113     0.160239      1095.37
  G826     0.333769      1093.33
   W13     0.190421      1095.38
   W17     0.144574      1095.54
  G732     0.610199      1094.79
   W28     0.149808      1094.64
  W999     0.145072      1096.35
 W1010     0.151407      1096.17
  W938     0.188464      1096.84
 W1149     0.138746      1094.83
  W499      0.20216      1097.48
 W1070     0.140744      1096.06
 W1057     0.151926      1094.37
  G214      0.23398      1092.34
  W297     0.135998      1096.72
  G516     0.336956      1095.03
  G889     0.315503      1091.55
  W859     0.144547      1096.61
  G123     0.253359      1090.51
 W1021     0.146694       1094.1
  W462     0.213991      1097.63
   G84      0.17755       1091.2
 W1108     0.160915      1095.78
  W400     0.175033      1096.93
  W477     0.204926      1095.51
  W693     0.135349      1097.52
  G879     0.316925      1090.62
 W1048     0.132858       1095.4
  G156     0.274613      1092.81
 W1024     0.233992      1094.83
 W1095     0.155337      1094.94
  G718     0.174476      1091.23
  W979     0.170118      1095.97
  G731     0.365949      1094.56
   G35     0.241787      1089.74
  W758     0.161203      1097.08
   W45     0.184018      1095.46
 W1053     0.140477      1094.34
  W785     0.133292      1095.73
 W1155      0.13191      1093.61
  W417     0.258468      1097.03
 W1045     0.138429      1095.84
  W473     0.174094      1096.18
 W1004     0.136789      1096.51
  W831     0.144994      1097.28
  W319     0.191468      1097.15
  G157     0.224098      1093.29
 W1050     0.136556      1095.02
  G660     0.187257      1090.57
 W1027     0.131056      1095.41
  W668     0.159089      1097.57
 W1076     0.133201      1095.91
  W730     0.188268      1097.61
  W835         0.25      1097.31
 W1005     0.131779       1096.5
 W1020     0.123323      1094.29
  W866      0.13812      1097.18
  W244     0.147632      1095.96
 W1018     0.141719      1094.79
  W177     0.139757      1095.79
  G599     0.157943      1091.96
 W1136     0.129879      1095.48
 W1114     0.145915      1095.24
  W981      0.15157      1095.62
  W989     0.149777      1094.81
   G21     0.230908      1090.89
 W1090     0.144531      1093.89
  W983     0.149565      1095.21
  W832     0.170207      1097.31
  G748     0.251886      1091.08
 W1096     0.146446       1095.1
  W826     0.160573      1096.87
 W1007     0.126073      1096.41
 W1038     0.141541       1096.3
  G634     0.196605      1092.93
  W579     0.143159      1095.56
  G788     0.378593      1092.37
  W174      0.16841      1095.21
  W540     0.169845      1096.47
  W464     0.176875      1097.51
  W317     0.169895      1096.97
  W941     0.139413      1096.64
  W814     0.152167      1095.71
  W813     0.169455      1095.94
  W812     0.139949      1096.16
  G686     0.198246      1092.95
  W706     0.158839      1097.09
  W860     0.127302      1096.74
  G510     0.182779      1091.71
  W809     0.137445       1096.7
 W1143     0.124848      1095.47
  W223     0.187564      1096.85
  W825     0.111433      1096.74
   G50     0.196701      1091.94
  W157     0.205099      1096.39
  W627     0.187662      1097.72
  W931     0.142059      1096.73
  W749     0.126859      1095.32
  W187     0.170344      1096.69
  W842     0.130037      1096.73
  W767     0.183077      1097.52
  G806     0.332694      1091.14
  W800     0.188906      1097.44
  W796      0.13626      1097.35
  G298     0.169019      1092.53
  W769     0.180602      1097.44
  W298     0.135469      1096.59
  W660      0.16589      1097.64
  W854      0.12601      1095.72
  G851     0.292254      1092.01
  W211     0.179853      1095.97
  W519     0.192868      1097.18
  W780     0.131175      1095.81
   G15     0.219985      1091.79
  W245     0.142273      1096.14
  W570     0.159892      1097.18
  W430     0.185975      1097.45
  W885     0.104174      1094.84
  W253     0.142683      1096.99
  W853     0.153664      1095.49
  G508     0.194755      1093.21
  W776     0.156482      1096.63
  G514     0.323711      1093.85
 W1093     0.145019      1094.57
 W1082     0.130559      1095.17
  W768     0.154338      1097.49
  W176     0.147712      1095.61
 W1140     0.133695      1095.57
  W916      0.13814      1095.32
  W827       0.1619      1096.99
 W1141     0.133485      1095.55
  G542     0.320643      1092.32
  W168     0.143844      1094.77
  G848     0.493075      1090.99
    W5     0.191879      1094.28
  W956     0.130941      1095.23
  W696     0.155604      1097.67
  G326     0.243008      1094.08
  G334     0.375524       1093.6
   W32     0.129481      1093.82
  W410     0.172492      1095.65
  G892     0.348752      1090.78
   W37     0.138878       1094.1
  W729     0.179347      1097.57
  W419     0.195093      1097.27
   W50     0.161649      1095.78
  W443     0.185124      1095.46
   W51      0.17012       1095.8
 W1118     0.140186      1094.55
  W452     0.133808      1097.22
  G450     0.166086      1091.79
  W542     0.156014      1096.03
  W254     0.121049      1097.02
   W61     0.159841      1095.06
   G37     0.257231      1090.73
   W71     0.204896      1094.34
  G832     0.348895      1092.27
   W46     0.180787      1095.56
   W83     0.228312         1096
  W268     0.174813      1095.75
   W14     0.180548      1095.44
  W196     0.168513      1096.09
   W92     0.246693       1095.7
  W912     0.152656      1096.14
   W27     0.167222       1094.8
  G208     0.229493      1091.42
  W251     0.158299      1096.87
  W100     0.180236      1094.33
  W105     0.133576      1094.57
  W447     0.136688      1096.41
   W30     0.157786      1094.26
  W191     0.173949      1096.59
  W121     0.168325      1096.26
  W124     0.173811      1096.11
   W36     0.138604      1093.86
  W125     0.173214      1096.03
  W126     0.210509      1095.93
  W389     0.173835      1097.48
  W877     0.144069      1096.45
  W198     0.157306      1095.78
  G868      0.25714      1088.56
   W38     0.256834      1094.33
  G329     0.164084      1092.07
   W79     0.225534      1095.71
  W132     0.183442      1094.99
  W702     0.136592      1097.52
  G107     0.220727      1093.87
   W89     0.194387      1095.95
  W137     0.139022      1094.28
  W868     0.155316       1097.2
  G168     0.228601      1094.93
  W325     0.182854       1097.3
   W57     0.173906      1095.55
  W608     0.172705      1096.49
  W545     0.174081      1095.56
  W142     0.177329      1095.42
  W145     0.175972      1095.91
  W234     0.189902      1095.58
  W159     0.180602      1096.24
  W805     0.164161      1097.19
  G841     0.420532      1087.13
   G83     0.241926      1091.64
  G185     0.219962       1092.5
  W170     0.173658      1094.26
  W589      0.20068      1097.44
   W40     0.181469      1094.73
  W189     0.190953      1096.67
  W175     0.140775      1095.42
  W674     0.139253      1096.82
  G241     0.509487      1090.58
  W748     0.117664      1095.38
  W203     0.168182      1094.72
  W907     0.121777       1096.8
  W148     0.157908      1096.25
  W403     0.131266      1096.44
  W190     0.169652      1096.64
 W1097     0.145326      1095.25
  G840     0.375627      1087.84
