        G749    0.338097     1090.39    0.159366           0     2280.29     10841.2
        G773     0.40828     1093.17    0.125584           0     3027.66     14394.5
       W1135    0.150635     1095.41   0.0890952           0     1449.19     6889.92
        G628    0.186516      1092.4 -0.00165787           0      3893.8     18512.4
        W363    0.190742     1097.18   0.0661869           0     1495.49     7110.02
        W798    0.175245     1097.43   0.0630331           0     1416.66     6735.24
       W1121    0.143328     1093.87   0.0813368           0     2167.44     10304.7
        W286    0.146758     1097.09   0.0590009           0     3223.21     15324.1
       W1043    0.138467     1096.05   0.0760801           0     3231.27     15362.5
        W155    0.198408     1096.47     0.08697           0     1937.71      9212.5
        G812    0.288332     1088.57    0.108791           0     4467.58     21240.3
        G737    0.311985     1095.13  -0.0584654           0     3162.68     15036.4
        G810    0.336252      1088.5   0.0206938           0     2306.67     10966.6
        W882     0.14306     1095.47   0.0637387           0     3400.48     16166.9
        G787    0.273797     1091.92   0.0309018           0     3967.41     18862.3
        W247    0.143816     1096.45   0.0673664           0     1022.68     4862.15
        W919    0.116588     1094.68   0.0970931           0     3588.33     17060.1
        G730    0.340882     1094.28     0.10095           0      1751.2     8325.78
        W474    0.163226     1095.95   0.0609719           0     1978.15     9404.77
        W969   0.0934099     1096.71   0.0777157           0     4199.72     19966.8
        W858    0.134156     1096.47   0.0767358           0      3132.4     14892.4
        G717    0.157944     1091.89  -0.0350425           0     5358.86     25477.7
        W751    0.159586     1095.83   0.0780639           0     2042.97     9712.92
         G69    0.194314     1092.23  -0.0344521           0     6693.52     31823.1
        G818    0.270924     1091.71   0.0998537           0     2429.62     11551.2
        W881    0.130878      1095.7   0.0547867           0     3366.81     16006.9
        G666    0.273752     1093.74   0.0922606           0        2783     13231.3
        G779    0.315003     1089.84   0.0738655           0     2087.74     9925.77
        W150    0.205123     1096.39   0.0699056           0     658.005     3128.36
       W1016    0.156243     1095.23   0.0697881           0     1855.02     8819.37
        W301    0.160421     1096.09   0.0710726           0     1504.59      7153.3
       W1009    0.137009     1096.27   0.0608764           0     2160.97     10273.9
       W1033    0.152615     1096.14   0.0668564           0     1855.33     8820.84
        W777    0.152904     1096.45   0.0625977           0     2798.52       13305
        W338    0.168227     1095.58   0.0653247           0     1554.97      7392.8
        W315    0.138317     1096.73   0.0663579           0     3066.77     14580.4
        W926    0.122816     1096.16   0.0624588           0     3207.11     15247.6
        W591     0.18025     1097.62   0.0347687           0     2632.93     12517.8
        W829    0.134321     1097.17   0.0610197           0     2392.53     11374.9
        W723    0.150139     1097.03   0.0602175           0     1801.76     8566.15
        W817    0.121682     1095.11    0.099257           0     2981.81     14176.5
        W998    0.144288     1096.27   0.0616156           0     2317.94     11020.2
       W1150    0.138366     1094.67    0.100936           0     576.615     2741.41
        W964    0.162876     1096.47   0.0616748           0     1346.26     6400.52
        G693    0.280111     1091.48    0.105735           0     3390.35     16118.8
          W7     0.19745     1094.65    0.100261           0     2428.15     11544.2
        W166    0.194561     1095.21   0.0736218           0     942.079     4478.94
        G756    0.302729     1092.31   0.0819572           0     3434.67     16329.5
        G685    0.199959     1093.51   -0.306257           0     4491.28     21352.9
        G775    0.244253     1092.27 0.000873559           0     68.1712     324.107
        G331    0.264267     1091.44  0.00262366           0     4229.58     20108.8
        W846    0.127935     1096.04   0.0645198           0     3023.57       14375
        W771      0.1821     1097.29   0.0565178           0     1349.59      6416.4
        G167    0.300432     1095.05    0.117086           0     4642.28     22070.9
        G658    0.200967     1092.06  0.00114053           0     5275.89     25083.3
        G325    0.178431     1094.64   -0.122862           0     4993.45     23740.4
         W80    0.220871      1095.8   0.0768389           0     1971.94     9375.24
        W593    0.215952     1097.73   0.0414893           0     1227.05     5833.79
        W871    0.152232      1097.1   0.0616161           0     1003.16     4769.32
        G363    0.282066     1093.11    0.100786           0     1441.07     6851.28
       W1071    0.133033     1096.08    0.064987           0     1450.27     6895.04
        G750    0.291099     1089.65    0.116106           0     3335.44     15857.7
        G751    0.470364     1089.01   -0.048933           0     2673.14       12709
        G452    0.278369      1092.6    0.131368           0     3980.95     18926.7
       W1041    0.150472      1096.2   0.0632271           0     2916.88     13867.8
        G809    0.348787     1089.23    0.122814           0     1416.64     6735.17
        W820    0.117114     1095.85   0.0739881           0     3492.57     16604.8
        G629    0.137329     1091.68  -0.0858178           0     5409.46     25718.3
       W1120    0.150659     1094.11   0.0825529           0     3353.46     15943.4
        G604    0.343748     1093.24   0.0935326           0     2898.48     13780.3
        W673    0.155493     1096.99   0.0707151           0     1613.77     7672.38
        W886    0.152871      1095.1   0.0759078           0     2268.02     10782.9
        W933    0.147978     1096.84   0.0677184           0     2637.64     12540.2
        W128    0.149276     1095.68   0.0721269           0     1409.73     6702.29
       W1130    0.148308     1094.84    0.081258           0     1946.28     9253.25
        W436    0.186044      1096.7   0.0571131           0     1896.16     9014.95
        W395    0.163774     1097.43   0.0619411           0     1128.77     5366.55
         G12    0.299367     1091.51   0.0961019           0     3922.27     18647.7
        G573    0.269527     1092.83   0.0920791           0     2059.25     9790.33
        W625    0.193715      1097.6   0.0355195           0     1168.88     5557.22
        G545    0.288198     1094.32   0.0147955           0     3800.78     18070.1
        G565     0.20064     1094.76  -0.0505311           0     3487.75     16581.9
        W204    0.153266     1094.46   0.0958672           0     1898.99      9028.4
       W1049    0.136824     1095.22   0.0690812           0      2426.7     11537.3
          G8    0.216955     1090.38  -0.0453224           0     6373.99       30304
         W47    0.220745     1095.64   0.0757285           0      1641.1     7802.29
        G664    0.332116     1092.57    0.141107           0     2406.91     11443.2
        W818    0.134952     1095.37   0.0747322           0     1727.78     8214.41
        W552    0.188738     1097.05   0.0713785           0     1582.04     7521.53
        W982    0.134956     1095.43    0.063329           0     2723.43     12948.1
        W973    0.159319     1096.61   0.0627261           0     2203.28     10475.1
        G819    0.355921      1092.1   0.0967302           0      2240.7       10653
        G895    0.378911     1089.53 -0.00886439           0     3500.75     16643.7
        G162    0.290916     1094.86    0.019682           0        2538     12066.5
       W1124    0.159186     1093.63   0.0915731           0     1219.98     5800.16
        W543    0.148507     1095.78   0.0677116           0     2671.82     12702.7
       W1110    0.151522     1095.67   0.0790015           0     1758.09     8358.53
         G75    0.238127     1093.29    0.114301           0     3908.88     18584.1
        W212     0.17079     1096.14   0.0644277           0     2216.55     10538.2
        G246    0.232432     1093.91   0.0392366           0     4072.39     19361.4
        G211    0.240802     1090.19-0.000351647           0     1738.28     8264.31
        W755     0.12298     1096.64   0.0645216           0      1449.1     6889.47
        W372    0.191447      1095.7   0.0666576           0     1189.55     5655.48
         G36    0.301903     1090.26     0.14158           0     3058.71     14542.1
        W493    0.252948     1097.73   0.0568518           0     1407.49     6691.65
        W906    0.145135     1096.89    0.059947           0     1444.76     6868.86
        G106    0.219915     1093.94   0.0810352           0     4183.24     19888.4
        W188    0.170284     1096.69   0.0643899           0     1392.93     6622.44
        G878    0.289742     1090.23 -0.00997463           0     2535.42     12054.2
        W489    0.185182     1097.57   0.0482051           0     1269.67     6036.42
       W1063    0.132512     1095.49   0.0638548           0     2223.41     10570.8
        W934    0.137798     1096.87   0.0673221           0     2637.73     12540.6
        W163    0.186172     1095.75   0.0688599           0     1262.09     6000.36
         W63    0.206191     1094.72   0.0777469           0     1831.55     8707.77
        G209    0.207944     1090.71    0.048733           0     3506.58     16671.4
        G206    0.256532      1092.7    0.083555           0      4321.6     20546.3
        G764    0.385253     1094.53     0.08866           0     1414.15     6723.31
        W684    0.151888      1096.2   0.0603139           0     2796.99     13297.8
         G65    0.170658     1090.45   -0.122547           0     6103.53     29018.1
        G575    0.312571     1094.12   0.0835393           0     3102.44       14750
        G574    0.258678      1093.5   0.0883698           0     4936.64     23470.3
         G76    0.194664     1093.27   -0.222992           0     6231.71     29627.5
         W90     0.21096     1095.88   0.0701962           0     1129.31     5369.08
        W792    0.145926     1096.99   0.0716016           0     1531.61     7281.73
        W806    0.194517     1097.09   0.0558902           0     2481.35     11797.1
        G416     0.17802     1094.53  -0.0297685           0     4420.76     21017.7
        W241    0.174314     1095.32   0.0732657           0     1274.42     6058.98
        W348    0.169247      1096.7   0.0580957           0        1965     9342.21
        W346     0.16358     1096.35   0.0698371           0     2484.43     11811.8
        G139    0.288172     1094.19  0.00843161           0     2892.51     13751.9
        G814    0.329337     1089.94    0.130318           0     1674.57     7961.44
        W750    0.141518     1095.58   0.0762617           0     2013.79      9574.2
        G747    0.195279     1091.71   0.0791792           0     3864.16     18371.5
        W500    0.187148     1097.38   0.0583849           0     1515.21     7203.77
        W947    0.124476      1095.8   0.0755339           0     3349.32     15923.7
        G746    0.263467      1092.3   0.0557241           0     2799.58     13310.1
        G566      0.1772      1094.2  -0.0829033           0     5816.56     27653.8
         G32     0.24822     1087.85    0.187958           0     4767.69     22667.1
        W643    0.154463     1096.26   0.0609058           0     3319.27     15780.9
        G236    0.213881     1093.13   0.0218609           0     2231.13     10607.5
        W747    0.134578     1095.64   0.0767571           0      2455.4     11673.7
        G720    0.234722     1089.74   -0.059656           0     4230.18     20111.6
        G890    0.367326     1091.35   0.0782251           0     2850.12     13550.4
        G239    0.204068     1091.13  -0.0064805           0     3533.92     16801.4
        W883    0.133341     1095.22   0.0729564           0     2242.73     10662.6
        W461    0.219722     1097.66   0.0437457           0      1429.2     6794.85
        W283     0.16995     1096.84   0.0688443           0      1508.3     7170.91
        W834    0.146642     1097.33   0.0616062           0     1251.89     5951.89
         G80    0.206561     1092.67   0.0985294           0     3479.35     16541.9
        W636    0.223756     1097.42   0.0529501           0     743.702      3535.8
        W490    0.191167     1097.63   0.0461339           0     944.475     4490.33
        G567    0.195157     1093.58   0.0262887           0     3851.17     18309.7
        G596    0.224181     1093.97   0.0274696           0     4744.81     22558.3
        G237    0.218087     1092.51   0.0158923           0     1804.73     8580.27
        G863    0.205096     1091.18  -0.0559455           0     3811.77     18122.4
        W960    0.143785     1095.98   0.0640437           0     2466.74     11727.6
        G273    0.269478     1092.41   0.0259774           0     2699.84     12835.9
        G295    0.213761     1094.38   0.0106618           0     4522.31     21500.5
        G656    0.190703     1093.35   0.0579289           0     3354.15     15946.7
        W619    0.200556     1096.87   0.0663089           0     1783.07     8477.29
        G355    0.207928     1094.85   0.0281544           0     4324.65     20560.8
        G777    0.349251     1091.16   0.0744208           0     1648.45     7837.26
        G600    0.240524     1091.19  -0.0336923           0     2270.03     10792.4
        W463    0.205077     1097.58   0.0575087           0      1498.6     7124.81
        W794    0.139036      1097.2   0.0554976           0     2738.17     13018.1
        G803    0.276235     1092.56   0.0740264           0     3506.08       16669
        W229    0.152251      1096.4   0.0828382           0     2368.21     11259.2
        G305      0.3297     1093.98    0.101325           0     2599.77     12360.1
        W255    0.131925     1097.03   0.0709372           0     2110.26     10032.9
         G90    0.387218     1087.73    0.163503           0     3264.67     15521.3
        G536    0.216529     1094.38   0.0390349           0     4216.25     20045.4
        W549    0.149209     1096.51   0.0673876           0     1948.82      9265.3
        W850    0.127737     1095.09   0.0806542           0      2411.9     11466.9
        G333    0.370062     1092.93    0.109406           0     2902.79     13800.8
        G781    0.367485     1088.44  0.00100516           0     3958.73       18821
        W770    0.165439     1097.37   0.0562447           0     1264.93     6013.88
        G864    0.269895     1090.76    0.111241           0     4813.11       22883
        W665    0.164305     1097.72   0.0223355           0     3191.66     15174.2
        G332    0.319174     1092.21    0.113019           0     2348.59     11165.9
       W1123     0.13746     1093.37    0.120134           0     2898.72     13781.4
        G146    0.140116     1091.69   -0.168845           0     6392.52     30392.1
        W199    0.355575      1095.6   0.0714272           0     825.014     3922.38
         G13    0.390922     1091.65    0.123269           0     2822.53     13419.2
        W293    0.133779     1097.08   0.0713045           0     1881.08     8943.23
        G632    0.255149     1091.55   0.0033699           0     5209.39     24767.1
        G483    0.398799     1093.28    0.134744           0     1637.98     7787.48
        G179    0.218871     1090.23   0.0705083           0     3166.82       15056
